,ï»¿ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating_range,Customer_loyalty,Discount_%_range
249,250,B,Road,5,5,161,5,high,F,54,1511,1,Rating 4 - 5,Loyal,(41% - 60%)
250,251,C,Road,2,3,155,3,low,F,45,1639,1,Rating 1 - 3,Not Loyal,(41% - 60%)
251,252,F,Road,2,2,145,3,medium,F,5,6102,1,Rating 1 - 3,Not Loyal,(0% - 20%)
252,253,D,Road,2,1,157,3,low,M,58,1930,1,Rating 1 - 3,Not Loyal,(41% - 60%)
253,254,F,Road,2,5,160,3,low,F,19,1399,1,Rating 4 - 5,Not Loyal,(0% - 20%)
254,255,A,Road,2,2,152,3,low,F,61,1800,1,Rating 1 - 3,Not Loyal,(61% - 80%)
255,256,B,Road,2,2,148,3,high,F,35,1349,1,Rating 1 - 3,Not Loyal,(21% - 40%)
256,257,C,Road,2,2,127,3,low,M,13,1128,1,Rating 1 - 3,Not Loyal,(0% - 20%)
257,258,F,Road,2,2,129,3,medium,F,22,6614,1,Rating 1 - 3,Not Loyal,(21% - 40%)
258,259,D,Road,2,3,158,3,low,F,13,1245,1,Rating 1 - 3,Not Loyal,(0% - 20%)
259,260,F,Road,2,4,147,3,low,M,5,1920,1,Rating 4 - 5,Not Loyal,(0% - 20%)
260,261,A,Road,2,5,159,3,low,F,49,1621,1,Rating 4 - 5,Not Loyal,(41% - 60%)
261,262,B,Road,2,3,151,3,low,F,23,1930,1,Rating 1 - 3,Not Loyal,(21% - 40%)
262,263,C,Road,3,1,294,4,low,F,52,1089,1,Rating 1 - 3,Not Loyal,(41% - 60%)
263,264,F,Road,3,2,226,2,medium,M,45,1446,1,Rating 1 - 3,Not Loyal,(41% - 60%)
264,265,D,Road,5,3,271,5,high,M,9,1813,1,Rating 1 - 3,Loyal,(0% - 20%)
265,266,F,Road,7,2,203,5,medium,F,61,1856,1,Rating 1 - 3,Loyal,(61% - 80%)
266,267,A,Road,2,3,264,4,low,F,10,1648,1,Rating 1 - 3,Not Loyal,(0% - 20%)
267,268,B,Road,4,1,258,3,medium,M,36,2211,1,Rating 1 - 3,Not Loyal,(21% - 40%)
268,269,C,Road,3,5,241,3,low,F,21,3078,1,Rating 4 - 5,Not Loyal,(21% - 40%)
269,270,F,Flight,4,5,208,3,medium,M,23,2056,1,Rating 4 - 5,Not Loyal,(21% - 40%)
270,271,D,Flight,3,2,209,5,medium,F,12,3054,1,Rating 1 - 3,Loyal,(0% - 20%)
271,272,F,Flight,5,1,182,2,medium,F,23,2707,1,Rating 1 - 3,Not Loyal,(21% - 40%)
272,273,A,Flight,4,5,148,2,medium,F,43,1087,1,Rating 4 - 5,Not Loyal,(41% - 60%)
273,274,B,Flight,2,3,183,2,medium,F,52,3199,1,Rating 1 - 3,Not Loyal,(41% - 60%)
274,275,C,Flight,3,5,229,6,medium,M,22,2717,1,Rating 4 - 5,Loyal,(21% - 40%)
275,276,F,Flight,5,5,115,5,low,F,26,1692,1,Rating 4 - 5,Loyal,(21% - 40%)
276,277,D,Flight,4,2,136,3,low,F,65,1962,1,Rating 1 - 3,Not Loyal,(61% - 80%)
277,278,F,Flight,4,4,212,3,low,M,21,3307,1,Rating 4 - 5,Not Loyal,(21% - 40%)
278,279,A,Flight,4,3,171,3,low,F,24,1304,1,Rating 1 - 3,Not Loyal,(21% - 40%)
279,280,B,Flight,3,1,151,2,low,M,60,1925,1,Rating 1 - 3,Not Loyal,(41% - 60%)
280,281,C,Flight,3,1,205,3,medium,M,39,3062,1,Rating 1 - 3,Not Loyal,(21% - 40%)
281,282,F,Flight,5,4,147,3,medium,M,23,1132,1,Rating 4 - 5,Not Loyal,(21% - 40%)
282,283,D,Flight,3,3,155,3,low,F,29,1712,1,Rating 1 - 3,Not Loyal,(21% - 40%)
283,284,F,Flight,5,4,165,3,low,F,20,1150,1,Rating 4 - 5,Not Loyal,(0% - 20%)
284,285,A,Flight,5,5,230,3,low,F,32,3249,1,Rating 4 - 5,Not Loyal,(21% - 40%)
285,286,B,Flight,2,4,181,4,medium,M,13,2309,1,Rating 4 - 5,Not Loyal,(0% - 20%)
286,287,C,Flight,5,3,234,2,low,F,55,3308,1,Rating 1 - 3,Not Loyal,(41% - 60%)
287,288,F,Flight,4,4,149,3,low,M,34,1977,1,Rating 4 - 5,Not Loyal,(21% - 40%)
288,289,D,Flight,5,5,156,2,low,M,44,1561,1,Rating 4 - 5,Not Loyal,(41% - 60%)
289,290,F,Flight,4,2,172,3,medium,F,59,1858,1,Rating 1 - 3,Not Loyal,(41% - 60%)
290,291,A,Flight,4,4,270,3,low,M,12,3279,1,Rating 4 - 5,Not Loyal,(0% - 20%)
291,292,B,Ship,4,1,206,3,medium,M,23,3807,1,Rating 1 - 3,Not Loyal,(21% - 40%)
292,293,C,Ship,4,3,211,4,medium,M,40,3106,1,Rating 1 - 3,Not Loyal,(21% - 40%)
293,294,F,Ship,3,2,136,4,low,M,62,1090,1,Rating 1 - 3,Not Loyal,(61% - 80%)
294,295,D,Ship,5,1,186,2,high,F,52,3981,1,Rating 1 - 3,Not Loyal,(41% - 60%)
295,296,F,Ship,3,1,202,2,medium,M,62,3398,1,Rating 1 - 3,Not Loyal,(61% - 80%)
296,297,A,Ship,4,2,183,3,medium,F,12,3646,1,Rating 1 - 3,Not Loyal,(0% - 20%)
297,298,B,Ship,4,4,232,2,low,M,36,2861,1,Rating 4 - 5,Not Loyal,(21% - 40%)
298,299,C,Ship,4,2,147,4,medium,M,52,1129,1,Rating 1 - 3,Not Loyal,(41% - 60%)
299,300,F,Ship,4,3,136,3,medium,M,20,1531,1,Rating 1 - 3,Not Loyal,(0% - 20%)
300,301,D,Ship,5,3,127,3,low,F,43,1446,1,Rating 1 - 3,Not Loyal,(41% - 60%)
301,302,F,Ship,4,5,202,2,medium,M,35,3695,1,Rating 4 - 5,Not Loyal,(21% - 40%)
302,303,A,Ship,3,4,241,2,low,M,57,3671,1,Rating 4 - 5,Not Loyal,(41% - 60%)
303,304,B,Ship,4,3,222,2,medium,M,55,3833,1,Rating 1 - 3,Not Loyal,(41% - 60%)
304,305,C,Ship,3,2,183,4,medium,F,12,2777,1,Rating 1 - 3,Not Loyal,(0% - 20%)
305,306,F,Ship,4,4,249,3,medium,F,36,3769,1,Rating 4 - 5,Not Loyal,(21% - 40%)
306,307,D,Ship,3,1,243,4,high,M,59,3838,1,Rating 1 - 3,Not Loyal,(41% - 60%)
307,308,F,Ship,3,3,163,3,medium,M,9,1257,1,Rating 1 - 3,Not Loyal,(0% - 20%)
308,309,A,Ship,4,2,165,2,high,M,11,1596,1,Rating 1 - 3,Not Loyal,(0% - 20%)
309,310,B,Ship,5,5,266,3,medium,F,53,3089,1,Rating 4 - 5,Not Loyal,(41% - 60%)
310,311,C,Ship,3,4,193,2,medium,M,48,3909,1,Rating 4 - 5,Not Loyal,(41% - 60%)
311,312,F,Ship,3,2,154,3,low,F,56,1136,1,Rating 1 - 3,Not Loyal,(41% - 60%)
312,313,D,Ship,3,3,140,3,medium,M,51,1046,1,Rating 1 - 3,Not Loyal,(41% - 60%)
313,314,F,Ship,4,3,272,3,medium,M,38,3705,1,Rating 1 - 3,Not Loyal,(21% - 40%)
314,315,A,Ship,4,2,143,6,medium,M,20,1654,1,Rating 1 - 3,Loyal,(0% - 20%)
315,316,B,Ship,4,2,138,3,low,F,30,1805,1,Rating 1 - 3,Not Loyal,(21% - 40%)
316,317,C,Ship,4,2,238,2,high,M,17,3358,1,Rating 1 - 3,Not Loyal,(0% - 20%)
317,318,F,Ship,4,5,273,4,medium,F,31,2373,1,Rating 4 - 5,Not Loyal,(21% - 40%)
318,319,D,Ship,3,1,200,2,medium,M,27,2551,1,Rating 1 - 3,Not Loyal,(21% - 40%)
319,320,F,Ship,4,5,213,4,low,M,39,2381,1,Rating 4 - 5,Not Loyal,(21% - 40%)
320,321,A,Ship,3,4,224,2,medium,F,15,2701,1,Rating 4 - 5,Not Loyal,(0% - 20%)
321,322,B,Ship,4,5,141,3,medium,M,12,1672,1,Rating 4 - 5,Not Loyal,(0% - 20%)
322,323,C,Ship,3,3,150,3,low,M,46,1040,1,Rating 1 - 3,Not Loyal,(41% - 60%)
323,324,F,Ship,3,1,192,2,low,M,33,2818,1,Rating 1 - 3,Not Loyal,(21% - 40%)
324,325,D,Ship,5,1,279,4,medium,F,24,3440,1,Rating 1 - 3,Not Loyal,(21% - 40%)
325,326,F,Ship,3,4,246,3,medium,M,30,3748,1,Rating 4 - 5,Not Loyal,(21% - 40%)
326,327,A,Ship,3,4,173,3,medium,M,52,1587,1,Rating 4 - 5,Not Loyal,(41% - 60%)
327,328,B,Ship,4,4,233,4,medium,F,59,2358,1,Rating 4 - 5,Not Loyal,(41% - 60%)
328,329,C,Ship,5,1,274,2,medium,M,24,2423,1,Rating 1 - 3,Not Loyal,(21% - 40%)
329,330,F,Ship,4,5,243,4,medium,F,41,2782,1,Rating 4 - 5,Not Loyal,(41% - 60%)
330,331,D,Ship,3,4,197,3,medium,F,56,3427,1,Rating 4 - 5,Not Loyal,(41% - 60%)
331,332,F,Ship,4,3,140,3,high,F,46,1072,1,Rating 1 - 3,Not Loyal,(41% - 60%)
332,333,A,Ship,3,5,215,3,medium,F,22,2585,1,Rating 4 - 5,Not Loyal,(21% - 40%)
333,334,B,Ship,3,4,211,3,medium,M,8,3710,1,Rating 4 - 5,Not Loyal,(0% - 20%)
334,335,C,Ship,4,2,220,5,low,M,33,2854,1,Rating 1 - 3,Loyal,(21% - 40%)
335,336,F,Ship,3,1,194,4,low,M,64,2026,1,Rating 1 - 3,Not Loyal,(61% - 80%)
336,337,D,Ship,5,1,262,3,medium,F,58,3599,1,Rating 1 - 3,Not Loyal,(41% - 60%)
337,338,F,Ship,4,4,201,2,low,F,1,3147,1,Rating 4 - 5,Not Loyal,(0% - 20%)
338,339,A,Ship,3,5,261,3,medium,M,15,2989,1,Rating 4 - 5,Not Loyal,(0% - 20%)
339,340,B,Ship,4,4,191,6,low,F,60,3425,1,Rating 4 - 5,Loyal,(41% - 60%)
340,341,C,Ship,2,5,255,5,medium,F,53,3775,1,Rating 4 - 5,Loyal,(41% - 60%)
341,342,F,Ship,3,2,169,2,high,M,30,1698,1,Rating 1 - 3,Not Loyal,(21% - 40%)
342,343,D,Ship,4,5,162,2,medium,M,64,1918,1,Rating 4 - 5,Not Loyal,(61% - 80%)
343,344,F,Ship,2,5,248,6,low,F,62,2750,1,Rating 4 - 5,Loyal,(61% - 80%)
344,345,A,Ship,5,3,197,4,low,F,2,2222,1,Rating 1 - 3,Not Loyal,(0% - 20%)
345,346,B,Ship,5,1,264,3,low,M,6,2882,1,Rating 1 - 3,Not Loyal,(0% - 20%)
346,347,C,Ship,5,5,260,2,medium,F,55,2791,1,Rating 4 - 5,Not Loyal,(41% - 60%)
347,348,F,Ship,5,3,186,2,medium,F,58,2259,1,Rating 1 - 3,Not Loyal,(41% - 60%)
348,349,D,Ship,4,5,233,4,low,F,44,2551,1,Rating 4 - 5,Not Loyal,(41% - 60%)
349,350,F,Ship,5,1,161,3,low,M,47,1954,1,Rating 1 - 3,Not Loyal,(41% - 60%)
350,351,A,Ship,4,5,188,3,low,F,13,2409,1,Rating 4 - 5,Not Loyal,(0% - 20%)
351,352,B,Ship,5,5,171,2,medium,F,22,1695,1,Rating 4 - 5,Not Loyal,(21% - 40%)
352,353,C,Ship,2,2,267,3,medium,M,15,2481,1,Rating 1 - 3,Not Loyal,(0% - 20%)
353,354,F,Ship,4,3,255,2,high,M,47,2956,1,Rating 1 - 3,Not Loyal,(41% - 60%)
354,355,D,Ship,3,2,132,3,low,F,56,1303,1,Rating 1 - 3,Not Loyal,(41% - 60%)
355,356,F,Ship,5,1,266,3,low,F,31,3157,1,Rating 1 - 3,Not Loyal,(21% - 40%)
356,357,A,Ship,3,4,198,2,low,M,25,2774,1,Rating 4 - 5,Not Loyal,(21% - 40%)
357,358,B,Ship,2,3,247,2,medium,F,62,3127,1,Rating 1 - 3,Not Loyal,(61% - 80%)
358,359,C,Ship,3,1,140,3,medium,F,65,1291,1,Rating 1 - 3,Not Loyal,(61% - 80%)
359,360,F,Ship,4,3,131,5,low,M,6,1659,1,Rating 1 - 3,Loyal,(0% - 20%)
360,361,D,Ship,5,2,246,3,medium,M,49,3236,1,Rating 1 - 3,Not Loyal,(41% - 60%)
361,362,F,Ship,3,2,159,3,medium,F,4,1681,1,Rating 1 - 3,Not Loyal,(0% - 20%)
362,363,A,Ship,3,5,203,2,medium,M,61,3642,1,Rating 4 - 5,Not Loyal,(61% - 80%)
363,364,B,Ship,4,3,187,4,high,F,29,3141,1,Rating 1 - 3,Not Loyal,(21% - 40%)
364,365,C,Ship,6,2,146,3,low,F,62,1936,1,Rating 1 - 3,Not Loyal,(61% - 80%)
365,366,F,Ship,3,2,234,3,medium,M,39,2099,1,Rating 1 - 3,Not Loyal,(21% - 40%)
366,367,D,Ship,3,4,122,3,high,F,15,1354,1,Rating 4 - 5,Not Loyal,(0% - 20%)
367,368,F,Ship,3,3,135,3,low,M,8,1074,1,Rating 1 - 3,Not Loyal,(0% - 20%)
368,369,A,Ship,3,5,103,3,low,M,3,1403,1,Rating 4 - 5,Not Loyal,(0% - 20%)
369,370,B,Ship,3,5,257,3,medium,F,19,2173,1,Rating 4 - 5,Not Loyal,(0% - 20%)
370,371,C,Ship,4,3,169,2,low,M,2,1399,1,Rating 1 - 3,Not Loyal,(0% - 20%)
371,372,F,Ship,4,5,159,3,medium,M,18,1808,1,Rating 4 - 5,Not Loyal,(0% - 20%)
372,373,D,Ship,4,5,188,3,low,M,38,3031,1,Rating 4 - 5,Not Loyal,(21% - 40%)
373,374,F,Ship,5,1,136,3,medium,M,19,1420,1,Rating 1 - 3,Not Loyal,(0% - 20%)
374,375,A,Ship,5,1,227,3,low,F,19,3007,1,Rating 1 - 3,Not Loyal,(0% - 20%)
375,376,B,Ship,3,5,262,2,low,F,53,3275,1,Rating 4 - 5,Not Loyal,(41% - 60%)
376,377,C,Ship,2,3,157,2,low,M,45,1965,1,Rating 1 - 3,Not Loyal,(41% - 60%)
377,378,F,Ship,5,3,238,2,medium,F,21,2053,1,Rating 1 - 3,Not Loyal,(21% - 40%)
378,379,D,Ship,3,5,152,3,low,M,43,1282,1,Rating 4 - 5,Not Loyal,(41% - 60%)
379,380,F,Ship,3,2,201,3,medium,M,5,2040,1,Rating 1 - 3,Not Loyal,(0% - 20%)
380,381,A,Ship,3,4,148,2,low,M,54,1778,1,Rating 4 - 5,Not Loyal,(41% - 60%)
381,382,B,Ship,5,2,199,4,low,F,59,2885,1,Rating 1 - 3,Not Loyal,(41% - 60%)
382,383,C,Ship,5,4,215,2,low,F,45,3501,1,Rating 4 - 5,Not Loyal,(41% - 60%)
383,384,F,Ship,4,5,175,2,low,M,40,1270,1,Rating 4 - 5,Not Loyal,(21% - 40%)
384,385,D,Road,4,3,236,2,high,M,23,3123,1,Rating 1 - 3,Not Loyal,(21% - 40%)
385,386,F,Road,2,5,182,2,medium,F,57,2896,1,Rating 4 - 5,Not Loyal,(41% - 60%)
386,387,A,Road,3,1,251,3,medium,M,42,3698,1,Rating 1 - 3,Not Loyal,(41% - 60%)
387,388,B,Road,5,2,173,3,low,F,7,1855,1,Rating 1 - 3,Not Loyal,(0% - 20%)
388,389,C,Road,4,3,225,3,low,F,62,2587,1,Rating 1 - 3,Not Loyal,(61% - 80%)
389,390,F,Road,4,2,167,4,low,F,20,1705,1,Rating 1 - 3,Not Loyal,(0% - 20%)
390,391,D,Road,4,1,259,3,low,M,20,2154,1,Rating 1 - 3,Not Loyal,(0% - 20%)
391,392,F,Road,4,1,178,3,medium,F,63,1573,1,Rating 1 - 3,Not Loyal,(61% - 80%)
392,393,A,Road,4,4,178,4,medium,F,13,1614,1,Rating 4 - 5,Not Loyal,(0% - 20%)
393,394,B,Road,5,4,169,2,low,F,20,1765,1,Rating 4 - 5,Not Loyal,(0% - 20%)
394,395,C,Road,3,2,272,2,low,M,33,2321,1,Rating 1 - 3,Not Loyal,(21% - 40%)
395,396,F,Road,4,4,183,3,low,M,29,3251,1,Rating 4 - 5,Not Loyal,(21% - 40%)
396,397,D,Road,3,4,205,3,low,F,10,2728,1,Rating 4 - 5,Not Loyal,(0% - 20%)
397,398,F,Road,2,1,123,4,low,F,53,1036,1,Rating 1 - 3,Not Loyal,(41% - 60%)
398,399,A,Road,4,3,152,3,low,M,58,1453,1,Rating 1 - 3,Not Loyal,(41% - 60%)
399,400,B,Road,3,1,220,2,high,F,40,3773,1,Rating 1 - 3,Not Loyal,(21% - 40%)
400,401,C,Road,4,3,134,3,low,M,51,1965,1,Rating 1 - 3,Not Loyal,(41% - 60%)
401,402,F,Road,3,2,217,2,high,M,19,2992,1,Rating 1 - 3,Not Loyal,(0% - 20%)
402,403,D,Road,3,2,265,3,low,F,49,2791,1,Rating 1 - 3,Not Loyal,(41% - 60%)
403,404,F,Road,4,2,249,5,medium,M,36,3836,1,Rating 1 - 3,Loyal,(21% - 40%)
404,405,A,Road,5,3,213,4,medium,F,50,2003,1,Rating 1 - 3,Not Loyal,(41% - 60%)
405,406,B,Road,2,2,124,3,low,F,56,1494,1,Rating 1 - 3,Not Loyal,(41% - 60%)
406,407,C,Flight,4,1,180,2,low,M,23,1193,1,Rating 1 - 3,Not Loyal,(21% - 40%)
407,408,F,Flight,4,5,193,3,medium,M,65,2267,1,Rating 4 - 5,Not Loyal,(61% - 80%)
408,409,D,Flight,3,2,192,3,medium,M,43,3339,1,Rating 1 - 3,Not Loyal,(41% - 60%)
409,410,F,Flight,2,5,166,3,medium,M,3,1832,1,Rating 4 - 5,Not Loyal,(0% - 20%)
410,411,A,Flight,3,2,264,3,medium,M,5,3861,1,Rating 1 - 3,Not Loyal,(0% - 20%)
411,412,B,Flight,3,4,200,2,medium,M,14,3528,1,Rating 4 - 5,Not Loyal,(0% - 20%)
412,413,C,Flight,4,3,142,4,medium,M,12,1396,1,Rating 1 - 3,Not Loyal,(0% - 20%)
413,414,F,Flight,4,1,215,2,low,M,32,3066,1,Rating 1 - 3,Not Loyal,(21% - 40%)
414,415,D,Flight,2,1,218,2,low,M,15,2745,1,Rating 1 - 3,Not Loyal,(0% - 20%)
415,416,F,Flight,3,2,115,3,low,F,27,1814,1,Rating 1 - 3,Not Loyal,(21% - 40%)
416,417,A,Flight,4,3,159,3,low,M,33,1330,1,Rating 1 - 3,Not Loyal,(21% - 40%)
417,418,B,Flight,5,5,133,3,low,M,63,1218,1,Rating 4 - 5,Not Loyal,(61% - 80%)
418,419,C,Flight,5,2,178,3,low,M,48,1517,1,Rating 1 - 3,Not Loyal,(41% - 60%)
419,420,F,Flight,4,2,134,2,low,F,43,1714,1,Rating 1 - 3,Not Loyal,(41% - 60%)
420,421,D,Flight,3,1,184,5,medium,F,58,2544,1,Rating 1 - 3,Loyal,(41% - 60%)
421,422,F,Flight,4,2,251,2,medium,M,24,2405,1,Rating 1 - 3,Not Loyal,(21% - 40%)
422,423,A,Flight,3,2,141,3,low,M,7,1933,1,Rating 1 - 3,Not Loyal,(0% - 20%)
423,424,B,Flight,4,4,229,2,medium,M,45,3776,1,Rating 4 - 5,Not Loyal,(41% - 60%)
424,425,C,Flight,4,1,203,4,low,M,34,3813,1,Rating 1 - 3,Not Loyal,(21% - 40%)
425,426,F,Flight,4,3,158,3,medium,F,57,1911,1,Rating 1 - 3,Not Loyal,(41% - 60%)
426,427,D,Flight,3,4,167,3,medium,M,52,1755,1,Rating 4 - 5,Not Loyal,(41% - 60%)
427,428,F,Flight,5,4,197,4,low,F,40,3303,1,Rating 4 - 5,Not Loyal,(21% - 40%)
428,429,A,Ship,2,2,140,3,low,F,19,1806,1,Rating 1 - 3,Not Loyal,(0% - 20%)
429,430,B,Ship,5,1,205,2,medium,M,27,3569,1,Rating 1 - 3,Not Loyal,(21% - 40%)
430,431,C,Ship,5,5,208,3,low,F,45,2018,1,Rating 4 - 5,Not Loyal,(41% - 60%)
431,432,F,Ship,4,2,96,3,low,M,22,1294,1,Rating 1 - 3,Not Loyal,(21% - 40%)
432,433,D,Ship,6,4,205,3,low,F,44,2064,1,Rating 4 - 5,Not Loyal,(41% - 60%)
433,434,F,Ship,4,2,215,3,medium,F,48,2953,1,Rating 1 - 3,Not Loyal,(41% - 60%)
434,435,A,Ship,4,1,216,3,low,F,43,2643,1,Rating 1 - 3,Not Loyal,(41% - 60%)
435,436,B,Ship,3,1,112,2,high,M,22,1846,1,Rating 1 - 3,Not Loyal,(21% - 40%)
436,437,C,Ship,5,4,222,3,low,F,20,3632,1,Rating 4 - 5,Not Loyal,(0% - 20%)
437,438,F,Ship,5,2,186,3,medium,F,15,2153,1,Rating 1 - 3,Not Loyal,(0% - 20%)
438,439,D,Ship,3,5,241,3,medium,M,48,2841,1,Rating 4 - 5,Not Loyal,(41% - 60%)
439,440,F,Ship,3,3,172,3,low,F,58,1269,1,Rating 1 - 3,Not Loyal,(41% - 60%)
440,441,A,Ship,3,5,251,2,high,M,23,2426,1,Rating 4 - 5,Not Loyal,(21% - 40%)
441,442,B,Ship,5,3,190,3,high,M,45,2628,1,Rating 1 - 3,Not Loyal,(41% - 60%)
442,443,C,Ship,4,3,186,2,medium,F,48,2805,1,Rating 1 - 3,Not Loyal,(41% - 60%)
443,444,F,Ship,4,4,207,2,medium,M,35,2596,1,Rating 4 - 5,Not Loyal,(21% - 40%)
444,445,D,Ship,3,3,135,3,low,F,19,1366,1,Rating 1 - 3,Not Loyal,(0% - 20%)
445,446,F,Ship,4,4,189,2,medium,F,18,2955,1,Rating 4 - 5,Not Loyal,(0% - 20%)
446,447,A,Ship,4,4,173,5,medium,F,51,1691,1,Rating 4 - 5,Loyal,(41% - 60%)
447,448,B,Ship,3,4,194,3,medium,M,3,2169,1,Rating 4 - 5,Not Loyal,(0% - 20%)
448,449,C,Ship,3,1,183,3,low,M,19,3018,1,Rating 1 - 3,Not Loyal,(0% - 20%)
449,450,F,Ship,4,3,140,2,low,F,22,1248,1,Rating 1 - 3,Not Loyal,(21% - 40%)
450,451,D,Ship,4,4,244,3,medium,F,55,2782,1,Rating 4 - 5,Not Loyal,(41% - 60%)
451,452,F,Ship,2,3,189,4,low,M,34,3355,1,Rating 1 - 3,Not Loyal,(21% - 40%)
452,453,A,Ship,3,2,157,2,medium,M,53,1390,1,Rating 1 - 3,Not Loyal,(41% - 60%)
453,454,B,Ship,4,1,275,10,medium,F,23,2726,1,Rating 1 - 3,Loyal,(21% - 40%)
454,455,C,Ship,4,5,133,3,low,F,53,1467,1,Rating 4 - 5,Not Loyal,(41% - 60%)
455,456,F,Ship,4,1,149,3,medium,M,54,1178,1,Rating 1 - 3,Not Loyal,(41% - 60%)
456,457,D,Ship,3,3,254,2,high,M,17,3153,1,Rating 1 - 3,Not Loyal,(0% - 20%)
457,458,F,Ship,3,4,145,8,low,F,15,1429,1,Rating 4 - 5,Loyal,(0% - 20%)
458,459,A,Ship,3,2,179,5,low,F,52,1991,1,Rating 1 - 3,Loyal,(41% - 60%)
459,460,B,Ship,5,2,168,3,low,M,26,1526,1,Rating 1 - 3,Not Loyal,(21% - 40%)
460,461,C,Ship,4,1,202,3,medium,F,18,3940,1,Rating 1 - 3,Not Loyal,(0% - 20%)
461,462,F,Ship,3,4,220,7,low,M,43,2620,1,Rating 4 - 5,Loyal,(41% - 60%)
462,463,D,Ship,3,4,244,8,low,M,1,2703,1,Rating 4 - 5,Loyal,(0% - 20%)
463,464,F,Ship,4,2,186,7,medium,F,40,3111,1,Rating 1 - 3,Loyal,(21% - 40%)
464,465,A,Ship,5,2,263,8,medium,M,24,3139,1,Rating 1 - 3,Loyal,(21% - 40%)
465,466,B,Ship,3,2,294,4,low,F,15,1318,1,Rating 1 - 3,Not Loyal,(0% - 20%)
466,467,C,Ship,3,5,226,2,medium,F,2,1043,1,Rating 4 - 5,Not Loyal,(0% - 20%)
467,468,F,Ship,4,4,173,5,medium,F,2,1175,1,Rating 4 - 5,Loyal,(0% - 20%)
468,469,D,Ship,3,5,194,3,medium,F,10,2277,1,Rating 4 - 5,Not Loyal,(0% - 20%)
469,470,F,Ship,3,5,183,3,low,F,2,3459,1,Rating 4 - 5,Not Loyal,(0% - 20%)
470,471,A,Ship,4,1,140,2,low,M,61,1770,1,Rating 1 - 3,Not Loyal,(61% - 80%)
471,472,B,Ship,4,3,244,3,medium,M,8,3318,1,Rating 1 - 3,Not Loyal,(0% - 20%)
472,473,C,Ship,2,2,189,4,low,M,9,3413,1,Rating 1 - 3,Not Loyal,(0% - 20%)
473,474,F,Ship,3,1,157,2,medium,F,39,1525,1,Rating 1 - 3,Not Loyal,(21% - 40%)
474,475,D,Ship,4,3,275,10,medium,M,10,2093,1,Rating 1 - 3,Loyal,(0% - 20%)
475,476,F,Ship,4,5,133,3,low,M,59,1092,1,Rating 4 - 5,Not Loyal,(41% - 60%)
476,477,A,Ship,4,2,149,3,medium,M,26,1863,1,Rating 1 - 3,Not Loyal,(21% - 40%)
477,478,B,Ship,3,4,254,2,high,F,41,3973,1,Rating 4 - 5,Not Loyal,(41% - 60%)
478,479,C,Ship,3,4,145,8,low,F,24,1594,1,Rating 4 - 5,Loyal,(21% - 40%)
479,480,F,Ship,3,5,179,5,low,M,56,1113,1,Rating 4 - 5,Loyal,(41% - 60%)
480,481,D,Ship,5,4,168,3,low,F,13,1317,1,Rating 4 - 5,Not Loyal,(0% - 20%)
481,482,F,Ship,4,5,202,3,medium,F,46,3181,1,Rating 4 - 5,Not Loyal,(41% - 60%)
482,483,A,Ship,3,3,220,7,low,M,25,2141,1,Rating 1 - 3,Loyal,(21% - 40%)
483,484,B,Ship,3,2,244,8,low,F,50,3562,1,Rating 1 - 3,Loyal,(41% - 60%)
484,485,C,Ship,4,3,186,7,medium,F,30,2062,1,Rating 1 - 3,Loyal,(21% - 40%)
485,486,F,Ship,5,5,263,8,medium,F,9,2236,1,Rating 4 - 5,Loyal,(0% - 20%)
486,487,D,Ship,3,1,294,4,low,F,25,1498,1,Rating 1 - 3,Not Loyal,(21% - 40%)
487,488,F,Ship,4,1,139,3,low,F,56,1811,1,Rating 1 - 3,Not Loyal,(41% - 60%)
488,489,A,Ship,7,5,192,3,low,M,46,1550,1,Rating 4 - 5,Not Loyal,(41% - 60%)
489,490,B,Ship,3,3,235,3,low,M,5,3065,1,Rating 1 - 3,Not Loyal,(0% - 20%)
490,491,C,Ship,2,1,176,3,low,F,15,1996,1,Rating 1 - 3,Not Loyal,(0% - 20%)
491,492,F,Ship,5,4,224,3,low,F,34,2627,1,Rating 4 - 5,Not Loyal,(21% - 40%)
492,493,D,Ship,3,4,128,3,medium,F,51,1524,1,Rating 4 - 5,Not Loyal,(41% - 60%)
493,494,F,Ship,5,4,226,5,low,M,47,2240,1,Rating 4 - 5,Loyal,(41% - 60%)
494,495,A,Ship,5,1,160,5,medium,F,16,1526,1,Rating 1 - 3,Loyal,(0% - 20%)
495,496,B,Ship,3,1,197,5,low,M,45,2224,1,Rating 1 - 3,Loyal,(41% - 60%)
496,497,C,Ship,4,2,216,3,low,F,12,2273,1,Rating 1 - 3,Not Loyal,(0% - 20%)
497,498,F,Ship,4,4,199,2,low,M,9,3075,1,Rating 4 - 5,Not Loyal,(0% - 20%)
498,499,D,Ship,5,5,271,2,low,M,27,3957,1,Rating 4 - 5,Not Loyal,(21% - 40%)
499,500,F,Ship,5,1,201,3,low,F,47,2657,1,Rating 1 - 3,Not Loyal,(41% - 60%)
500,501,A,Ship,3,4,212,2,low,M,33,2021,1,Rating 4 - 5,Not Loyal,(21% - 40%)
